               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,           0.0080929,            0.001722,          0.00086959,             0.97849,              0.9486,             0.97475,             0.75942,            0.017439,            0.007802,           0.0024559,            0.000664,            0.000664,            0.000664
                 114,           0.0078323,           0.0017779,          0.00086803,             0.97755,             0.94763,             0.97363,             0.75788,            0.017445,           0.0078277,           0.0024587,            0.000661,            0.000661,            0.000661
                 115,           0.0076883,           0.0017094,          0.00087417,             0.97616,             0.94719,             0.97412,             0.76052,            0.017441,           0.0078345,           0.0024197,            0.000658,            0.000658,            0.000658
                 116,           0.0080562,           0.0017708,          0.00086957,             0.96885,              0.9559,             0.97567,             0.76382,            0.017435,            0.007853,           0.0023738,            0.000655,            0.000655,            0.000655
                 117,           0.0078485,           0.0016921,          0.00085675,             0.97604,             0.94886,             0.97698,             0.76348,            0.017426,           0.0078565,           0.0023481,            0.000652,            0.000652,            0.000652
                 118,           0.0074388,           0.0017682,          0.00083692,             0.97678,             0.94733,             0.97603,             0.76474,            0.017416,           0.0078677,            0.002306,            0.000649,            0.000649,            0.000649
                 119,           0.0075318,           0.0016934,           0.0008358,              0.9761,             0.94767,              0.9764,             0.76495,            0.017414,           0.0078738,           0.0022915,            0.000646,            0.000646,            0.000646
                 120,           0.0077427,            0.001767,          0.00082147,             0.97189,             0.95225,             0.97646,             0.76565,            0.017405,           0.0078825,           0.0022812,            0.000643,            0.000643,            0.000643
                 121,           0.0077082,           0.0016695,          0.00083851,               0.972,             0.95177,             0.97671,             0.76624,            0.017403,           0.0078923,           0.0022721,             0.00064,             0.00064,             0.00064
                 122,           0.0075215,            0.001642,          0.00081812,             0.96977,             0.95538,             0.97694,             0.76515,            0.017392,           0.0079033,           0.0022634,            0.000637,            0.000637,            0.000637
                 123,           0.0072722,           0.0016504,          0.00081172,             0.97471,             0.95099,             0.97692,             0.76547,             0.01738,           0.0079199,           0.0022522,            0.000634,            0.000634,            0.000634
                 124,           0.0075391,           0.0017718,          0.00081828,             0.97652,             0.95031,             0.97697,             0.76618,            0.017363,           0.0079207,           0.0022379,            0.000631,            0.000631,            0.000631
                 125,           0.0071976,           0.0016058,          0.00078587,             0.97728,             0.94943,             0.97699,             0.76523,            0.017354,           0.0079228,           0.0022328,            0.000628,            0.000628,            0.000628
                 126,           0.0073115,           0.0016196,           0.0007848,             0.97729,             0.94982,             0.97741,             0.76425,            0.017351,           0.0079201,           0.0022328,            0.000625,            0.000625,            0.000625
                 127,           0.0073549,           0.0016797,          0.00080884,             0.97774,             0.94983,              0.9781,             0.76532,            0.017349,           0.0079268,           0.0022283,            0.000622,            0.000622,            0.000622
                 128,           0.0075008,            0.001657,          0.00079169,             0.97868,             0.95001,             0.97859,             0.76529,            0.017342,           0.0079326,           0.0022154,            0.000619,            0.000619,            0.000619
                 129,           0.0074191,           0.0016186,           0.0007875,             0.97867,             0.94971,             0.97894,             0.76581,            0.017342,           0.0079361,           0.0022007,            0.000616,            0.000616,            0.000616
                 130,            0.007389,           0.0016538,           0.0008127,             0.97726,             0.95117,             0.97921,             0.76499,             0.01736,           0.0079506,           0.0021877,            0.000613,            0.000613,            0.000613
                 131,           0.0073262,           0.0015735,          0.00079797,             0.97848,             0.94955,             0.97925,             0.76477,            0.017356,           0.0079697,           0.0021936,             0.00061,             0.00061,             0.00061
                 132,           0.0074881,           0.0016948,          0.00079976,             0.97876,             0.94927,             0.98001,             0.76498,            0.017351,           0.0079886,           0.0021935,            0.000607,            0.000607,            0.000607
                 133,           0.0069995,            0.001555,          0.00076778,             0.97914,             0.94915,             0.98036,              0.7666,            0.017357,           0.0080063,            0.002188,            0.000604,            0.000604,            0.000604
                 134,           0.0073871,           0.0016307,          0.00078067,             0.97661,             0.95188,             0.97982,             0.76493,            0.017354,            0.008024,           0.0021797,            0.000601,            0.000601,            0.000601
                 135,           0.0072689,           0.0016237,          0.00078245,             0.97712,             0.95151,             0.97991,             0.76423,            0.017345,           0.0080357,           0.0021733,            0.000598,            0.000598,            0.000598
                 136,           0.0069248,           0.0015993,          0.00074675,             0.97573,             0.95361,             0.97981,             0.76434,            0.017339,           0.0080406,           0.0021711,            0.000595,            0.000595,            0.000595
                 137,           0.0073585,           0.0015823,          0.00077061,             0.97633,             0.95267,             0.97995,             0.76394,            0.017327,           0.0080442,           0.0021653,            0.000592,            0.000592,            0.000592
                 138,           0.0070808,            0.001576,          0.00077825,             0.97586,             0.95323,             0.98086,             0.76479,             0.01732,           0.0080557,           0.0021626,            0.000589,            0.000589,            0.000589
                 139,           0.0071242,           0.0015769,          0.00077343,             0.97596,             0.95291,              0.9833,             0.76544,             0.01732,           0.0080695,           0.0021612,            0.000586,            0.000586,            0.000586
                 140,           0.0069286,           0.0015484,          0.00075913,             0.97563,             0.95363,             0.98313,             0.76518,            0.017316,           0.0080838,           0.0021569,            0.000583,            0.000583,            0.000583
                 141,           0.0067711,           0.0015544,          0.00071772,              0.9762,             0.95269,             0.98315,             0.76736,            0.017311,           0.0080968,           0.0021496,             0.00058,             0.00058,             0.00058
                 142,           0.0069404,           0.0015296,          0.00074288,             0.97616,             0.95346,             0.98313,             0.76773,            0.017307,           0.0081103,           0.0021438,            0.000577,            0.000577,            0.000577
                 143,           0.0070099,           0.0015685,          0.00078372,             0.97762,             0.95184,             0.98218,             0.76667,            0.017303,            0.008121,           0.0021343,            0.000574,            0.000574,            0.000574
                 144,           0.0068853,           0.0015121,          0.00074142,             0.97755,             0.95186,             0.98184,             0.76675,            0.017299,            0.008132,           0.0021266,            0.000571,            0.000571,            0.000571
                 145,              0.0069,           0.0015539,          0.00075444,             0.97872,             0.95058,             0.98135,             0.76686,            0.017297,            0.008143,           0.0021206,            0.000568,            0.000568,            0.000568
                 146,           0.0069734,            0.001548,          0.00074147,             0.97836,             0.95088,             0.98058,             0.76703,            0.017292,           0.0081534,           0.0021152,            0.000565,            0.000565,            0.000565
                 147,           0.0070173,            0.001569,          0.00074421,             0.97686,              0.9529,              0.9798,             0.76589,             0.01729,           0.0081658,           0.0021081,            0.000562,            0.000562,            0.000562
