               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.011342,           0.0041613,           0.0014214,             0.97347,             0.96421,             0.97685,             0.76085,            0.017586,           0.0064887,           0.0019537,            5.71e-05,            5.71e-05,            5.71e-05
                 145,            0.011498,           0.0044295,           0.0013329,             0.97333,             0.96383,             0.97683,             0.75987,            0.017585,           0.0064945,           0.0019554,            5.68e-05,            5.68e-05,            5.68e-05
                 146,            0.011423,           0.0042029,           0.0011588,             0.97356,             0.96376,             0.97708,             0.76082,            0.017585,           0.0065011,           0.0019522,            5.65e-05,            5.65e-05,            5.65e-05
                 147,            0.010783,           0.0038626,           0.0013863,             0.97381,             0.96369,             0.97696,             0.75953,            0.017581,           0.0065048,           0.0019465,            5.62e-05,            5.62e-05,            5.62e-05
                 148,              0.0107,           0.0038495,           0.0010493,             0.97367,             0.96374,             0.97736,             0.76028,            0.017576,           0.0065113,           0.0019424,            5.59e-05,            5.59e-05,            5.59e-05
                 149,            0.011277,              0.0042,           0.0013361,             0.97334,             0.96367,             0.97735,             0.76041,            0.017578,            0.006518,           0.0019363,            5.56e-05,            5.56e-05,            5.56e-05
                 150,            0.011356,           0.0040642,           0.0010453,             0.97286,             0.96378,             0.97735,             0.75983,            0.017576,           0.0065225,           0.0019435,            5.53e-05,            5.53e-05,            5.53e-05
                 151,            0.010763,           0.0039984,           0.0012076,             0.97334,             0.96364,             0.97733,             0.75972,            0.017584,           0.0065301,           0.0019527,             5.5e-05,             5.5e-05,             5.5e-05
                 152,            0.011066,           0.0040009,           0.0012563,             0.97411,             0.96325,             0.97737,             0.76006,            0.017587,           0.0065365,           0.0019628,            5.47e-05,            5.47e-05,            5.47e-05
                 153,            0.010885,           0.0039162,           0.0010732,             0.97208,             0.96335,             0.97755,             0.75957,            0.017588,           0.0065422,           0.0019671,            5.44e-05,            5.44e-05,            5.44e-05
                 154,             0.01075,           0.0039944,           0.0012041,             0.97356,             0.96252,             0.97742,             0.76003,             0.01759,           0.0065486,           0.0019827,            5.41e-05,            5.41e-05,            5.41e-05
                 155,            0.010761,           0.0038577,          0.00098118,             0.97331,             0.96311,             0.97741,             0.76027,            0.017591,           0.0065544,           0.0019908,            5.38e-05,            5.38e-05,            5.38e-05
                 156,            0.010556,           0.0039378,           0.0010895,             0.97344,             0.96291,              0.9776,             0.76073,             0.01759,           0.0065604,           0.0019963,            5.35e-05,            5.35e-05,            5.35e-05
                 157,            0.011212,            0.004275,           0.0018802,             0.97348,              0.9629,             0.97759,             0.76064,            0.017593,           0.0065652,           0.0019937,            5.32e-05,            5.32e-05,            5.32e-05
                 158,            0.010615,           0.0039193,           0.0011366,              0.9733,              0.9631,              0.9777,             0.76062,            0.017595,           0.0065702,            0.001993,            5.29e-05,            5.29e-05,            5.29e-05
                 159,            0.010865,           0.0041175,           0.0012522,             0.97348,             0.96299,             0.97769,               0.761,            0.017593,           0.0065749,           0.0019934,            5.26e-05,            5.26e-05,            5.26e-05
                 160,            0.010935,            0.004273,           0.0011962,              0.9736,             0.96289,             0.97769,             0.76144,            0.017593,           0.0065796,           0.0019887,            5.23e-05,            5.23e-05,            5.23e-05
                 161,            0.010607,           0.0040342,           0.0012692,             0.97378,             0.96271,             0.97775,             0.76125,            0.017593,           0.0065857,            0.001986,             5.2e-05,             5.2e-05,             5.2e-05
                 162,            0.010896,           0.0039311,           0.0010064,             0.97375,             0.96274,             0.97778,             0.76123,            0.017592,           0.0065902,            0.001978,            5.17e-05,            5.17e-05,            5.17e-05
                 163,            0.010259,           0.0040154,           0.0012713,             0.97379,             0.96262,             0.97776,             0.76222,            0.017593,           0.0065962,           0.0019749,            5.14e-05,            5.14e-05,            5.14e-05
                 164,            0.010347,           0.0038271,           0.0012184,             0.97385,             0.96262,              0.9778,             0.76282,            0.017594,           0.0066009,           0.0019667,            5.11e-05,            5.11e-05,            5.11e-05
                 165,            0.010334,           0.0035115,          0.00090271,             0.97386,             0.96268,             0.97779,             0.76129,            0.017591,           0.0066054,           0.0019581,            5.08e-05,            5.08e-05,            5.08e-05
                 166,             0.01056,           0.0039255,           0.0011068,             0.97466,              0.9617,             0.97779,             0.76151,            0.017591,           0.0066099,           0.0019584,            5.05e-05,            5.05e-05,            5.05e-05
                 167,            0.010152,           0.0037332,            0.001144,             0.97468,             0.96171,             0.97773,             0.76211,            0.017593,           0.0066152,           0.0019534,            5.02e-05,            5.02e-05,            5.02e-05
                 168,            0.010728,           0.0039758,          0.00098428,             0.97663,             0.96009,             0.97758,             0.76237,            0.017591,           0.0066185,           0.0019559,            4.99e-05,            4.99e-05,            4.99e-05
                 169,            0.010414,           0.0039836,          0.00094792,             0.97657,             0.96008,             0.97741,             0.76252,             0.01759,           0.0066219,           0.0019479,            4.96e-05,            4.96e-05,            4.96e-05
                 170,             0.01059,           0.0038551,            0.001245,             0.97657,             0.96012,             0.97743,             0.76207,            0.017589,           0.0066258,           0.0019398,            4.93e-05,            4.93e-05,            4.93e-05
                 171,            0.010703,           0.0040547,           0.0012177,             0.97742,             0.95957,             0.97745,             0.76172,            0.017588,           0.0066292,           0.0019326,             4.9e-05,             4.9e-05,             4.9e-05
                 172,            0.010494,           0.0038869,           0.0012893,             0.97756,             0.95942,             0.97756,             0.76246,            0.017585,           0.0066326,           0.0019293,            4.87e-05,            4.87e-05,            4.87e-05
                 173,            0.010101,           0.0037926,           0.0012899,              0.9774,              0.9595,             0.97744,             0.76192,            0.017588,            0.006636,           0.0019214,            4.84e-05,            4.84e-05,            4.84e-05
                 174,            0.010098,            0.003759,            0.001051,             0.97751,             0.95953,             0.97746,             0.76205,            0.017589,           0.0066381,             0.00192,            4.81e-05,            4.81e-05,            4.81e-05
                 175,            0.010538,           0.0041146,           0.0011459,             0.97751,             0.95943,             0.97757,             0.76233,            0.017587,           0.0066404,           0.0019162,            4.78e-05,            4.78e-05,            4.78e-05
                 176,           0.0096922,           0.0036646,           0.0011556,             0.97753,              0.9594,             0.97717,             0.76211,            0.017586,           0.0066431,           0.0019131,            4.75e-05,            4.75e-05,            4.75e-05
                 177,             0.01017,           0.0036725,           0.0010786,             0.97734,             0.95952,             0.97724,             0.76159,            0.017586,           0.0066469,           0.0019139,            4.72e-05,            4.72e-05,            4.72e-05
                 178,             0.01009,           0.0037268,           0.0011763,             0.97689,             0.95978,             0.97729,             0.76292,            0.017589,           0.0066504,           0.0019091,            4.69e-05,            4.69e-05,            4.69e-05
                 179,           0.0099326,           0.0036386,           0.0011801,             0.97708,             0.95969,             0.97728,             0.76199,             0.01759,           0.0066548,            0.001909,            4.66e-05,            4.66e-05,            4.66e-05
                 180,            0.010078,           0.0037419,           0.0012114,             0.97718,             0.95962,             0.97733,             0.76233,            0.017589,           0.0066581,           0.0019053,            4.63e-05,            4.63e-05,            4.63e-05
                 181,           0.0099718,           0.0037196,           0.0011193,             0.97722,             0.95949,             0.97741,             0.76221,            0.017585,            0.006659,           0.0019055,             4.6e-05,             4.6e-05,             4.6e-05
                 182,            0.010095,           0.0037608,          0.00079537,             0.97724,             0.95936,             0.97739,             0.76269,            0.017582,           0.0066605,           0.0019088,            4.57e-05,            4.57e-05,            4.57e-05
                 183,           0.0096377,           0.0036485,          0.00078811,              0.9774,             0.95933,             0.97731,             0.76274,            0.017579,           0.0066618,            0.001909,            4.54e-05,            4.54e-05,            4.54e-05
                 184,           0.0096699,           0.0037036,           0.0010712,             0.97732,             0.95942,             0.97732,             0.76251,            0.017577,           0.0066637,           0.0019065,            4.51e-05,            4.51e-05,            4.51e-05
                 185,           0.0099307,           0.0037202,           0.0010488,             0.97727,             0.95947,              0.9773,             0.76294,            0.017576,           0.0066669,           0.0018989,            4.48e-05,            4.48e-05,            4.48e-05
                 186,           0.0099242,           0.0037497,          0.00092736,             0.97749,             0.95938,             0.97728,             0.76249,            0.017576,           0.0066706,           0.0018907,            4.45e-05,            4.45e-05,            4.45e-05
                 187,           0.0096845,           0.0037126,          0.00087315,             0.97754,             0.95927,             0.97728,              0.7628,            0.017574,           0.0066729,           0.0018928,            4.42e-05,            4.42e-05,            4.42e-05
                 188,           0.0099281,           0.0037121,           0.0010106,             0.97751,             0.95932,              0.9774,             0.76293,            0.017572,           0.0066747,           0.0018931,            4.39e-05,            4.39e-05,            4.39e-05
                 189,           0.0097229,           0.0037082,           0.0011333,             0.97734,             0.95947,             0.97745,             0.76211,            0.017571,           0.0066772,           0.0018948,            4.36e-05,            4.36e-05,            4.36e-05
                 190,           0.0098175,           0.0037882,          0.00095104,             0.97748,             0.95942,             0.97745,             0.76239,            0.017571,           0.0066819,           0.0018888,            4.33e-05,            4.33e-05,            4.33e-05
                 191,           0.0095818,           0.0037232,          0.00096065,             0.97732,             0.95949,             0.97743,             0.76192,            0.017572,           0.0066852,           0.0018868,             4.3e-05,             4.3e-05,             4.3e-05
                 192,            0.010104,           0.0037919,          0.00074798,             0.97728,             0.95955,             0.97741,             0.76217,            0.017574,           0.0066893,           0.0018893,            4.27e-05,            4.27e-05,            4.27e-05
                 193,           0.0097678,           0.0037291,           0.0010728,             0.97726,              0.9596,             0.97743,             0.76165,            0.017576,           0.0066928,           0.0018831,            4.24e-05,            4.24e-05,            4.24e-05
                 194,           0.0094555,           0.0035974,           0.0010828,             0.97729,             0.95953,             0.97748,             0.76216,            0.017579,           0.0066971,           0.0018872,            4.21e-05,            4.21e-05,            4.21e-05
                 195,            0.010188,           0.0036613,            0.001526,             0.97784,             0.95923,             0.97747,             0.76175,             0.01758,           0.0067005,           0.0018753,            4.18e-05,            4.18e-05,            4.18e-05
                 196,           0.0094994,           0.0037183,          0.00084506,              0.9779,             0.95928,              0.9775,             0.76195,            0.017583,           0.0067039,           0.0018681,            4.15e-05,            4.15e-05,            4.15e-05
                 197,           0.0093122,           0.0034933,          0.00084047,             0.97796,             0.95931,             0.97746,             0.76199,            0.017584,           0.0067079,            0.001862,            4.12e-05,            4.12e-05,            4.12e-05
                 198,           0.0092281,           0.0035683,          0.00072123,             0.97803,             0.95934,             0.97737,             0.76196,            0.017585,           0.0067102,           0.0018623,            4.09e-05,            4.09e-05,            4.09e-05
                 199,           0.0094874,           0.0035642,           0.0010488,              0.9782,             0.95931,             0.97742,             0.76176,            0.017586,           0.0067137,           0.0018579,            4.06e-05,            4.06e-05,            4.06e-05
                 200,           0.0093534,           0.0037441,          0.00086954,             0.97811,             0.95939,             0.97743,             0.76194,            0.017586,           0.0067163,           0.0018546,            4.03e-05,            4.03e-05,            4.03e-05
                 201,           0.0094052,           0.0035425,          0.00078919,             0.97813,             0.95953,             0.97738,             0.76089,            0.017588,           0.0067199,           0.0018498,               4e-05,               4e-05,               4e-05
                 202,           0.0092135,           0.0035809,          0.00099006,             0.97816,             0.95965,             0.97732,              0.7613,            0.017588,            0.006724,           0.0018426,            3.97e-05,            3.97e-05,            3.97e-05
                 203,           0.0093609,           0.0035976,           0.0010057,             0.97795,             0.95996,             0.97731,             0.76114,            0.017589,            0.006728,           0.0018369,            3.94e-05,            3.94e-05,            3.94e-05
                 204,           0.0092392,           0.0036318,          0.00080876,             0.97788,             0.96006,             0.97736,             0.76114,            0.017592,           0.0067315,            0.001834,            3.91e-05,            3.91e-05,            3.91e-05
                 205,           0.0092635,           0.0034207,          0.00065427,             0.97761,             0.96019,             0.97733,             0.76111,            0.017593,           0.0067355,           0.0018349,            3.88e-05,            3.88e-05,            3.88e-05
                 206,           0.0093708,           0.0035764,          0.00082752,             0.97747,             0.96024,             0.97736,             0.76084,            0.017595,           0.0067388,           0.0018333,            3.85e-05,            3.85e-05,            3.85e-05
                 207,           0.0094247,           0.0036153,          0.00080341,             0.97717,             0.96047,             0.97727,             0.76087,            0.017593,           0.0067423,            0.001827,            3.82e-05,            3.82e-05,            3.82e-05
                 208,            0.009078,           0.0037162,          0.00093052,             0.97732,             0.96036,             0.97729,             0.76119,            0.017594,           0.0067438,           0.0018256,            3.79e-05,            3.79e-05,            3.79e-05
                 209,           0.0096349,           0.0036434,          0.00084778,             0.97714,             0.96047,             0.97727,             0.76103,            0.017595,           0.0067463,           0.0018257,            3.76e-05,            3.76e-05,            3.76e-05
                 210,           0.0091181,           0.0035809,           0.0010392,             0.97709,             0.96044,             0.97728,             0.76089,            0.017598,           0.0067508,           0.0018234,            3.73e-05,            3.73e-05,            3.73e-05
                 211,           0.0089106,           0.0033656,           0.0006309,             0.97715,             0.96045,              0.9773,             0.76078,            0.017597,           0.0067529,           0.0018182,             3.7e-05,             3.7e-05,             3.7e-05
                 212,           0.0090726,           0.0035923,          0.00083459,             0.97529,             0.96154,             0.97731,             0.76089,              0.0176,           0.0067569,           0.0018162,            3.67e-05,            3.67e-05,            3.67e-05
                 213,           0.0091469,           0.0035869,          0.00097665,             0.97523,             0.96172,             0.97733,             0.76056,            0.017603,           0.0067613,           0.0018083,            3.64e-05,            3.64e-05,            3.64e-05
                 214,           0.0097066,           0.0038042,          0.00084417,              0.9754,              0.9614,             0.97726,             0.76026,            0.017606,           0.0067662,           0.0018035,            3.61e-05,            3.61e-05,            3.61e-05
                 215,           0.0092496,           0.0036141,          0.00064122,             0.97545,             0.96134,              0.9773,              0.7606,            0.017605,           0.0067685,           0.0017997,            3.58e-05,            3.58e-05,            3.58e-05
                 216,           0.0091097,           0.0035028,            0.001022,             0.97572,             0.96124,             0.97733,             0.76088,            0.017605,           0.0067716,           0.0017938,            3.55e-05,            3.55e-05,            3.55e-05
                 217,           0.0091072,            0.003544,          0.00083322,             0.97402,             0.96334,             0.97725,             0.76058,            0.017607,           0.0067754,           0.0017938,            3.52e-05,            3.52e-05,            3.52e-05
                 218,           0.0093348,           0.0037027,          0.00090946,             0.97432,             0.96287,             0.97721,             0.75979,            0.017608,           0.0067804,           0.0017895,            3.49e-05,            3.49e-05,            3.49e-05
                 219,             0.00874,           0.0033664,          0.00072643,             0.97258,             0.96469,             0.97719,             0.76101,            0.017609,            0.006785,           0.0017928,            3.46e-05,            3.46e-05,            3.46e-05
                 220,           0.0090723,           0.0036843,           0.0010616,             0.97274,             0.96453,             0.97719,             0.76082,            0.017609,            0.006789,           0.0017902,            3.43e-05,            3.43e-05,            3.43e-05
                 221,           0.0094175,           0.0036747,          0.00088944,             0.97251,             0.96462,             0.97719,             0.76128,            0.017608,            0.006793,           0.0017901,             3.4e-05,             3.4e-05,             3.4e-05
                 222,           0.0088256,           0.0035023,          0.00060803,             0.97257,             0.96456,             0.97721,             0.76101,            0.017608,           0.0067963,           0.0017881,            3.37e-05,            3.37e-05,            3.37e-05
                 223,           0.0089584,           0.0034147,          0.00080154,             0.97259,             0.96452,             0.97723,             0.76023,            0.017609,            0.006801,           0.0017841,            3.34e-05,            3.34e-05,            3.34e-05
                 224,           0.0089211,           0.0035613,          0.00085315,             0.97257,             0.96454,             0.97724,             0.76109,            0.017608,           0.0068046,           0.0017818,            3.31e-05,            3.31e-05,            3.31e-05
                 225,            0.008851,           0.0036174,          0.00069511,             0.97277,             0.96438,             0.97724,             0.76067,             0.01761,           0.0068094,           0.0017761,            3.28e-05,            3.28e-05,            3.28e-05
                 226,           0.0086279,           0.0035027,          0.00083361,             0.97282,             0.96433,             0.97727,             0.76143,            0.017612,           0.0068131,           0.0017722,            3.25e-05,            3.25e-05,            3.25e-05
                 227,           0.0088356,           0.0034762,          0.00080842,             0.97452,             0.96264,             0.97741,             0.76123,            0.017613,           0.0068179,            0.001765,            3.22e-05,            3.22e-05,            3.22e-05
                 228,           0.0091825,           0.0036206,           0.0008528,             0.97463,             0.96235,              0.9773,             0.76096,            0.017615,           0.0068222,           0.0017639,            3.19e-05,            3.19e-05,            3.19e-05
                 229,           0.0085624,           0.0035404,          0.00094102,             0.97455,             0.96257,             0.97729,             0.76099,            0.017616,           0.0068267,           0.0017638,            3.16e-05,            3.16e-05,            3.16e-05
                 230,            0.008815,           0.0036736,          0.00095749,             0.97462,             0.96214,             0.97737,             0.76119,            0.017616,           0.0068305,           0.0017609,            3.13e-05,            3.13e-05,            3.13e-05
                 231,           0.0085251,           0.0033495,          0.00069244,             0.97474,             0.96197,             0.97733,             0.76149,            0.017616,           0.0068339,           0.0017548,             3.1e-05,             3.1e-05,             3.1e-05
                 232,           0.0087515,           0.0034677,            0.000741,             0.97474,             0.96196,             0.97745,             0.76159,            0.017617,           0.0068381,           0.0017537,            3.07e-05,            3.07e-05,            3.07e-05
                 233,           0.0085427,           0.0031784,           0.0005974,             0.97489,             0.96177,             0.97737,             0.76182,            0.017618,            0.006843,           0.0017496,            3.04e-05,            3.04e-05,            3.04e-05
                 234,            0.009002,           0.0036239,          0.00092368,             0.97489,              0.9619,             0.97746,             0.76163,            0.017621,           0.0068475,           0.0017468,            3.01e-05,            3.01e-05,            3.01e-05
                 235,           0.0091627,           0.0033886,          0.00089754,             0.96938,             0.96777,             0.97756,              0.7622,            0.017622,            0.006853,           0.0017455,            2.98e-05,            2.98e-05,            2.98e-05
                 236,           0.0084625,           0.0032289,          0.00079565,             0.97622,             0.96225,             0.97761,             0.76202,            0.017622,           0.0068566,            0.001743,            2.95e-05,            2.95e-05,            2.95e-05
                 237,           0.0086574,           0.0034432,          0.00074836,             0.97625,             0.96234,             0.97762,              0.7613,            0.017623,           0.0068611,           0.0017356,            2.92e-05,            2.92e-05,            2.92e-05
                 238,           0.0087346,           0.0036178,          0.00088813,              0.9761,             0.96254,             0.97765,             0.76122,            0.017622,           0.0068635,           0.0017309,            2.89e-05,            2.89e-05,            2.89e-05
                 239,           0.0086742,           0.0034652,          0.00098317,             0.97608,             0.96255,             0.97758,              0.7609,            0.017625,           0.0068683,           0.0017287,            2.86e-05,            2.86e-05,            2.86e-05
                 240,           0.0085623,           0.0034972,          0.00085826,             0.97595,             0.96272,             0.97757,             0.76098,            0.017626,           0.0068737,           0.0017244,            2.83e-05,            2.83e-05,            2.83e-05
                 241,           0.0084519,           0.0034532,          0.00076715,             0.97583,             0.96299,             0.97771,             0.76133,            0.017629,           0.0068769,            0.001721,             2.8e-05,             2.8e-05,             2.8e-05
                 242,           0.0083875,           0.0032086,          0.00072198,             0.97579,             0.96305,             0.97765,             0.76057,            0.017629,           0.0068814,           0.0017208,            2.77e-05,            2.77e-05,            2.77e-05
                 243,           0.0086355,           0.0033228,          0.00069262,             0.97525,             0.96365,             0.97767,              0.7606,             0.01763,           0.0068853,           0.0017172,            2.74e-05,            2.74e-05,            2.74e-05
                 244,           0.0084671,           0.0033993,          0.00098878,             0.97514,             0.96376,             0.97768,             0.76032,             0.01763,           0.0068903,           0.0017155,            2.71e-05,            2.71e-05,            2.71e-05
                 245,           0.0086095,           0.0031524,          0.00059396,             0.97478,             0.96396,             0.97771,              0.7611,            0.017633,           0.0068949,           0.0017166,            2.68e-05,            2.68e-05,            2.68e-05
                 246,            0.008951,           0.0036886,          0.00091162,             0.97446,             0.96413,             0.97776,             0.76063,            0.017634,           0.0069001,           0.0017141,            2.65e-05,            2.65e-05,            2.65e-05
                 247,           0.0086609,            0.003482,          0.00082746,             0.97412,             0.96429,             0.97784,             0.76165,            0.017635,           0.0069046,           0.0017153,            2.62e-05,            2.62e-05,            2.62e-05
                 248,           0.0086875,           0.0034595,           0.0005469,             0.97387,             0.96454,             0.97779,             0.76133,            0.017633,           0.0069083,            0.001714,            2.59e-05,            2.59e-05,            2.59e-05
                 249,           0.0082082,            0.003309,          0.00095003,             0.97371,             0.96469,             0.97789,             0.76066,            0.017634,           0.0069131,           0.0017123,            2.56e-05,            2.56e-05,            2.56e-05
                 250,           0.0083306,           0.0033306,          0.00087354,             0.97373,             0.96461,             0.97788,             0.76126,            0.017633,           0.0069171,           0.0017067,            2.53e-05,            2.53e-05,            2.53e-05
                 251,           0.0086496,           0.0033507,          0.00081899,             0.97351,             0.96482,              0.9779,             0.76103,            0.017634,            0.006922,           0.0017065,             2.5e-05,             2.5e-05,             2.5e-05
                 252,           0.0086919,            0.003574,          0.00062851,             0.97357,             0.96479,             0.97783,              0.7618,            0.017635,            0.006927,           0.0017037,            2.47e-05,            2.47e-05,            2.47e-05
                 253,           0.0082181,           0.0032963,           0.0007762,             0.97344,             0.96496,             0.97778,             0.76132,            0.017635,           0.0069311,           0.0017039,            2.44e-05,            2.44e-05,            2.44e-05
                 254,           0.0083526,           0.0033155,          0.00072068,             0.97346,             0.96499,             0.97787,             0.76123,            0.017637,           0.0069347,           0.0017008,            2.41e-05,            2.41e-05,            2.41e-05
                 255,           0.0083383,           0.0033524,          0.00078152,             0.97349,               0.965,             0.97781,             0.76247,            0.017636,           0.0069382,           0.0016983,            2.38e-05,            2.38e-05,            2.38e-05
                 256,           0.0080766,           0.0031183,          0.00051496,             0.97339,              0.9651,             0.97796,             0.76238,            0.017636,            0.006943,           0.0016938,            2.35e-05,            2.35e-05,            2.35e-05
                 257,           0.0080671,           0.0032815,          0.00053232,             0.97337,             0.96521,             0.97781,             0.76264,            0.017636,           0.0069466,           0.0016935,            2.32e-05,            2.32e-05,            2.32e-05
                 258,           0.0083962,           0.0034988,          0.00053589,              0.9734,             0.96525,             0.97791,             0.76277,            0.017638,           0.0069514,           0.0016942,            2.29e-05,            2.29e-05,            2.29e-05
                 259,            0.008228,           0.0032962,          0.00054196,             0.97233,             0.96633,              0.9781,             0.76318,            0.017638,           0.0069562,           0.0016912,            2.26e-05,            2.26e-05,            2.26e-05
                 260,           0.0083367,           0.0033038,          0.00052436,             0.97248,             0.96639,             0.97802,             0.76296,             0.01764,           0.0069604,           0.0016885,            2.23e-05,            2.23e-05,            2.23e-05
                 261,           0.0085232,           0.0036228,          0.00067902,             0.97238,             0.96647,             0.97811,             0.76293,             0.01764,           0.0069638,           0.0016881,             2.2e-05,             2.2e-05,             2.2e-05
                 262,           0.0084862,           0.0035563,          0.00065547,             0.97217,             0.96684,              0.9781,             0.76255,            0.017641,           0.0069681,           0.0016891,            2.17e-05,            2.17e-05,            2.17e-05
                 263,           0.0084836,           0.0034539,          0.00054918,             0.97217,             0.96689,             0.97804,             0.76303,            0.017641,           0.0069713,           0.0016886,            2.14e-05,            2.14e-05,            2.14e-05
                 264,            0.007924,           0.0033587,          0.00064957,             0.97201,             0.96708,             0.97815,             0.76311,            0.017641,           0.0069742,           0.0016851,            2.11e-05,            2.11e-05,            2.11e-05
                 265,           0.0081553,           0.0033706,           0.0008453,             0.97186,             0.96725,             0.97803,             0.76309,            0.017641,           0.0069792,           0.0016871,            2.08e-05,            2.08e-05,            2.08e-05
                 266,           0.0082055,           0.0032509,          0.00053999,             0.97168,             0.96746,             0.97805,              0.7634,            0.017642,           0.0069827,           0.0016901,            2.05e-05,            2.05e-05,            2.05e-05
                 267,             0.00861,            0.003271,          0.00072692,              0.9715,             0.96782,             0.97806,             0.76324,             0.01764,           0.0069853,           0.0016906,            2.02e-05,            2.02e-05,            2.02e-05
                 268,           0.0080063,           0.0034931,            0.000893,             0.97106,             0.96859,             0.97807,             0.76285,            0.017638,           0.0069877,            0.001693,            1.99e-05,            1.99e-05,            1.99e-05
                 269,           0.0079641,           0.0032829,          0.00077349,             0.97102,             0.96872,             0.97799,             0.76344,            0.017638,           0.0069907,           0.0016906,            1.96e-05,            1.96e-05,            1.96e-05
                 270,           0.0079457,           0.0032564,          0.00059917,             0.97108,             0.96879,             0.97794,             0.76276,            0.017639,           0.0069942,           0.0016881,            1.93e-05,            1.93e-05,            1.93e-05
                 271,           0.0079368,           0.0032089,          0.00070577,             0.97108,             0.96869,             0.97794,             0.76341,            0.017637,           0.0069962,           0.0016907,             1.9e-05,             1.9e-05,             1.9e-05
                 272,           0.0081219,           0.0033885,          0.00088622,             0.97104,             0.96908,             0.97791,             0.76326,            0.017636,           0.0069982,           0.0016882,            1.87e-05,            1.87e-05,            1.87e-05
                 273,           0.0080625,           0.0032958,          0.00062906,             0.97107,             0.96911,             0.97788,             0.76288,            0.017636,           0.0070005,           0.0016902,            1.84e-05,            1.84e-05,            1.84e-05
                 274,           0.0079633,           0.0033325,          0.00058091,             0.97125,              0.9691,             0.97791,             0.76303,            0.017638,           0.0070049,           0.0016879,            1.81e-05,            1.81e-05,            1.81e-05
                 275,            0.007777,           0.0033798,          0.00051511,             0.97137,             0.96899,              0.9779,             0.76324,             0.01764,           0.0070088,            0.001684,            1.78e-05,            1.78e-05,            1.78e-05
                 276,           0.0080656,           0.0034112,          0.00080449,             0.97111,             0.96922,             0.97789,             0.76349,            0.017642,            0.007013,           0.0016808,            1.75e-05,            1.75e-05,            1.75e-05
                 277,           0.0082192,           0.0035633,          0.00076306,             0.97114,             0.96929,             0.97789,             0.76285,            0.017641,           0.0070166,           0.0016778,            1.72e-05,            1.72e-05,            1.72e-05
                 278,           0.0078997,           0.0032544,          0.00049976,             0.97113,             0.96936,              0.9779,              0.7631,            0.017642,           0.0070198,           0.0016746,            1.69e-05,            1.69e-05,            1.69e-05
                 279,           0.0078565,           0.0032239,          0.00055719,              0.9712,             0.96937,             0.97789,             0.76386,            0.017641,           0.0070237,           0.0016751,            1.66e-05,            1.66e-05,            1.66e-05
                 280,           0.0080228,            0.003341,          0.00072943,             0.97142,             0.96926,             0.97783,              0.7633,             0.01764,           0.0070272,           0.0016726,            1.63e-05,            1.63e-05,            1.63e-05
                 281,           0.0079176,           0.0031492,          0.00060738,             0.97157,             0.96913,             0.97784,             0.76329,            0.017639,           0.0070314,           0.0016701,             1.6e-05,             1.6e-05,             1.6e-05
                 282,           0.0081145,           0.0033696,           0.0008615,             0.97162,             0.96908,             0.97773,             0.76354,            0.017638,           0.0070343,           0.0016687,            1.57e-05,            1.57e-05,            1.57e-05
                 283,           0.0078537,           0.0031508,          0.00054065,             0.97159,              0.9692,             0.97773,             0.76322,            0.017639,           0.0070368,           0.0016677,            1.54e-05,            1.54e-05,            1.54e-05
                 284,           0.0077127,           0.0033655,          0.00069841,             0.97161,             0.96932,             0.97788,             0.76408,             0.01764,           0.0070403,            0.001667,            1.51e-05,            1.51e-05,            1.51e-05
                 285,           0.0080361,           0.0033844,          0.00066662,             0.97159,             0.96941,             0.97785,             0.76387,            0.017642,           0.0070442,           0.0016624,            1.48e-05,            1.48e-05,            1.48e-05
                 286,           0.0078501,           0.0031822,          0.00048864,             0.97125,             0.96954,             0.97786,             0.76372,            0.017643,            0.007048,           0.0016531,            1.45e-05,            1.45e-05,            1.45e-05
                 287,           0.0075554,           0.0031944,          0.00097847,             0.97128,             0.96957,             0.97785,             0.76324,            0.017644,           0.0070532,            0.001654,            1.42e-05,            1.42e-05,            1.42e-05
                 288,           0.0076637,           0.0033411,          0.00050738,             0.97129,              0.9695,             0.97785,             0.76344,            0.017644,           0.0070559,           0.0016523,            1.39e-05,            1.39e-05,            1.39e-05
                 289,            0.007866,           0.0032691,          0.00049117,             0.97141,             0.96954,             0.97786,             0.76363,            0.017645,           0.0070597,           0.0016543,            1.36e-05,            1.36e-05,            1.36e-05
                 290,            0.007721,           0.0032257,          0.00074715,             0.97142,             0.96944,              0.9779,             0.76378,            0.017647,           0.0070644,           0.0016531,            1.33e-05,            1.33e-05,            1.33e-05
                 291,           0.0080422,            0.003266,          0.00061149,             0.97144,              0.9694,             0.97789,             0.76341,            0.017649,           0.0070695,           0.0016509,             1.3e-05,             1.3e-05,             1.3e-05
                 292,           0.0076531,           0.0033005,          0.00048094,              0.9714,             0.96939,              0.9779,             0.76364,             0.01765,           0.0070741,           0.0016468,            1.27e-05,            1.27e-05,            1.27e-05
                 293,           0.0076814,            0.003278,          0.00067218,             0.97135,             0.96942,             0.97791,             0.76371,            0.017648,           0.0070785,            0.001645,            1.24e-05,            1.24e-05,            1.24e-05
